Year,Month,DayofWeek,HourRange,CountofCollisions,NoofFatalities,CountofInjuryCollsn,CountOfPedestrianCollsn,CountofFatalityCollsn
2017,May,Saturday,Night,86,0,18,6,0
2017,May,Sunday,Early Afternoon,162,0,27,2,0
2017,May,Sunday,Early Morning,15,0,0,0,0
2017,May,Sunday,Evening,73,0,14,2,0
2017,May,Sunday,Late Afternoon,154,0,25,5,0
2017,May,Sunday,Late Night,46,0,6,1,0
2017,May,Sunday,Mid Morning,83,0,14,2,0
2017,May,Sunday,Morning Rush,15,0,4,0,0
2017,May,Sunday,Night,35,0,11,3,0
2017,May,Thursday,Early Afternoon,182,0,28,9,0
2017,May,Thursday,Early Morning,15,0,4,0,0
2017,May,Thursday,Evening,146,0,23,6,0
2017,May,Thursday,Late Afternoon,264,0,42,7,0
2017,May,Thursday,Late Night,9,0,1,0,0
2017,May,Thursday,Mid Morning,135,0,18,5,0
2017,May,Thursday,Morning Rush,111,0,20,3,0
2017,May,Thursday,Night,77,0,20,14,0
2017,May,Tuesday,Early Afternoon,218,0,36,6,0
2017,May,Tuesday,Early Morning,6,0,1,0,0
2017,May,Tuesday,Evening,122,0,13,2,0
2017,May,Tuesday,Late Afternoon,315,0,47,7,0
2017,May,Tuesday,Late Night,22,0,4,1,0
2017,May,Tuesday,Mid Morning,201,1,25,3,1
2017,May,Tuesday,Morning Rush,169,0,31,3,0
2017,May,Tuesday,Night,64,0,13,2,0
2017,May,Wednesday,Early Afternoon,221,0,29,8,0
2017,May,Wednesday,Early Morning,11,0,3,0,0
2017,May,Wednesday,Evening,162,1,25,5,1
2017,May,Wednesday,Late Afternoon,269,0,45,4,0
2017,May,Wednesday,Late Night,19,0,2,0,0
2017,May,Wednesday,Mid Morning,204,1,26,7,1
2017,May,Wednesday,Morning Rush,191,0,29,4,0
2017,May,Wednesday,Night,71,0,16,4,0
2017,November,Friday,Early Afternoon,185,0,26,4,0
2017,November,Friday,Early Morning,17,0,2,0,0
2017,November,Friday,Evening,203,0,39,8,0
2017,November,Friday,Late Afternoon,239,0,32,5,0
2017,November,Friday,Late Night,39,0,5,2,0
2017,November,Friday,Mid Morning,213,1,24,6,1
2017,November,Friday,Morning Rush,241,0,37,14,0
2017,November,Friday,Night,57,1,9,2,1
2017,November,Monday,Early Afternoon,154,0,21,5,0
2017,November,Monday,Early Morning,14,0,3,2,0
2017,November,Monday,Evening,129,0,22,6,0
2017,November,Monday,Late Afternoon,210,0,34,8,0
2017,November,Monday,Late Night,12,0,2,1,0
2017,November,Monday,Mid Morning,140,0,15,3,0
2017,November,Monday,Morning Rush,115,0,16,3,0
2017,November,Monday,Night,43,0,4,0,0
2017,November,Saturday,Early Afternoon,164,0,17,3,0
2017,November,Saturday,Early Morning,22,0,3,2,0
2017,November,Saturday,Evening,174,0,23,6,0
2017,November,Saturday,Late Afternoon,216,0,43,14,0
2017,November,Saturday,Late Night,29,0,10,1,0
2017,November,Saturday,Mid Morning,128,0,19,5,0
2017,November,Saturday,Morning Rush,28,0,3,0,0
2017,November,Saturday,Night,93,0,16,5,0
2017,November,Sunday,Early Afternoon,142,0,20,3,0
2017,November,Sunday,Early Morning,31,0,5,1,0
2017,November,Sunday,Evening,94,0,7,2,0
2017,November,Sunday,Late Afternoon,134,0,27,5,0
2017,November,Sunday,Late Night,53,0,13,2,0
2017,November,Sunday,Mid Morning,83,0,15,0,0
2017,November,Sunday,Morning Rush,25,0,6,1,0
2017,November,Sunday,Night,33,0,6,1,0
2017,November,Thursday,Early Afternoon,216,0,36,8,0
2017,November,Thursday,Early Morning,18,0,0,0,0
2017,November,Thursday,Evening,219,0,47,14,0
2017,November,Thursday,Late Afternoon,293,0,55,9,0
2017,November,Thursday,Late Night,23,0,3,1,0
2017,November,Thursday,Mid Morning,189,0,31,7,0
2017,November,Thursday,Morning Rush,199,1,37,14,1
2017,November,Thursday,Night,91,0,16,4,0
2017,November,Tuesday,Early Afternoon,148,1,24,7,1
2017,November,Tuesday,Early Morning,10,0,4,0,0
2017,November,Tuesday,Evening,147,0,31,4,0
2017,November,Tuesday,Late Afternoon,231,0,32,11,0
2017,November,Tuesday,Late Night,10,0,4,0,0
2017,November,Tuesday,Mid Morning,181,0,26,6,0
2017,November,Tuesday,Morning Rush,166,0,24,6,0
2017,November,Tuesday,Night,47,0,11,4,0
2017,November,Wednesday,Early Afternoon,189,0,19,3,0
2017,November,Wednesday,Early Morning,15,0,2,1,0
2017,November,Wednesday,Evening,223,0,45,7,0
2017,November,Wednesday,Late Afternoon,311,0,39,6,0
2017,November,Wednesday,Late Night,19,0,4,0,0
2017,November,Wednesday,Mid Morning,179,0,29,5,0
2017,November,Wednesday,Morning Rush,180,0,27,4,0
2017,November,Wednesday,Night,57,0,17,4,0
2017,October,Friday,Early Afternoon,188,0,25,2,0
2017,October,Friday,Early Morning,7,0,2,0,0
2017,October,Friday,Evening,172,0,35,3,0
2017,October,Friday,Late Afternoon,253,0,36,4,0
2017,October,Friday,Late Night,15,0,3,1,0
2017,October,Friday,Mid Morning,148,0,19,3,0
2017,October,Friday,Morning Rush,123,0,14,4,0
2017,October,Friday,Night,69,0,13,3,0
2017,October,Monday,Early Afternoon,189,0,30,4,0
2017,October,Monday,Early Morning,8,0,2,0,0
2017,October,Monday,Evening,173,0,25,8,0
2017,October,Monday,Late Afternoon,264,0,47,10,0
2017,October,Monday,Late Night,14,0,1,0,0
2017,October,Monday,Mid Morning,181,0,10,0,0
2017,October,Monday,Morning Rush,173,0,33,8,0
2017,October,Monday,Night,56,0,13,2,0
2017,October,Saturday,Early Afternoon,208,0,36,2,0
2017,October,Saturday,Early Morning,22,0,6,1,0
2017,October,Saturday,Evening,160,0,24,5,0
2017,October,Saturday,Late Afternoon,206,0,23,2,0
2017,October,Saturday,Late Night,29,0,1,0,0
2017,October,Saturday,Mid Morning,134,0,18,0,0
2017,October,Saturday,Morning Rush,41,0,11,4,0
2017,October,Saturday,Night,75,0,13,6,0
2017,October,Sunday,Early Afternoon,200,0,23,1,0
2017,October,Sunday,Early Morning,34,0,5,1,0
2017,October,Sunday,Evening,113,0,18,7,0
2017,October,Sunday,Late Afternoon,173,0,26,6,0
2017,October,Sunday,Late Night,51,0,8,2,0
2017,October,Sunday,Mid Morning,111,0,13,1,0
2017,October,Sunday,Morning Rush,35,0,7,0,0
2017,October,Sunday,Night,47,0,6,0,0
2017,October,Thursday,Early Afternoon,194,0,23,5,0
2017,October,Thursday,Early Morning,8,1,0,1,1
2017,October,Thursday,Evening,156,0,32,5,0
2017,October,Thursday,Late Afternoon,326,0,43,8,0
2017,October,Thursday,Late Night,23,0,4,1,0
2017,October,Thursday,Mid Morning,170,0,20,5,0
2017,October,Thursday,Morning Rush,152,0,24,4,0
2017,October,Thursday,Night,50,0,7,0,0
2017,October,Tuesday,Early Afternoon,216,0,32,7,0
2017,October,Tuesday,Early Morning,11,0,1,0,0
2017,October,Tuesday,Evening,209,0,35,6,0
2017,October,Tuesday,Late Afternoon,322,1,35,10,1
2017,October,Tuesday,Late Night,13,0,3,0,0
2017,October,Tuesday,Mid Morning,215,0,34,7,0
2017,October,Tuesday,Morning Rush,218,0,31,9,0
2017,October,Tuesday,Night,57,1,8,2,1
2017,October,Wednesday,Early Afternoon,163,0,20,4,0
2017,October,Wednesday,Early Morning,2,0,0,0,0
2017,October,Wednesday,Evening,200,0,33,9,0
2017,October,Wednesday,Late Afternoon,233,0,37,5,0
2017,October,Wednesday,Late Night,8,0,1,0,0
2017,October,Wednesday,Mid Morning,155,1,27,6,1
2017,October,Wednesday,Morning Rush,143,0,27,6,0
2017,October,Wednesday,Night,47,1,11,3,1
2017,September,Friday,Early Afternoon,247,0,30,4,0
2017,September,Friday,Early Morning,12,0,4,1,0
2017,September,Friday,Evening,181,0,23,4,0
2017,September,Friday,Late Afternoon,341,0,51,6,0
2017,September,Friday,Late Night,26,0,3,2,0
2017,September,Friday,Mid Morning,231,0,38,8,0
2017,September,Friday,Morning Rush,161,1,19,4,1
2017,September,Friday,Night,101,0,23,3,0
2017,September,Monday,Early Afternoon,154,0,22,1,0
2017,September,Monday,Early Morning,9,0,2,0,0
2017,September,Monday,Evening,99,0,20,2,0
2017,September,Monday,Late Afternoon,193,0,29,5,0
2017,September,Monday,Late Night,19,0,6,2,0
2017,September,Monday,Mid Morning,130,0,16,2,0
2017,September,Monday,Morning Rush,153,0,21,4,0
2017,September,Monday,Night,51,0,11,1,0
2017,September,Saturday,Early Afternoon,234,0,43,11,0
2017,September,Saturday,Early Morning,24,0,4,0,0
2017,September,Saturday,Evening,140,0,16,2,0
2017,September,Saturday,Late Afternoon,225,0,30,4,0
2017,September,Saturday,Late Night,43,0,10,0,0
2017,September,Saturday,Mid Morning,161,0,29,4,0
2017,September,Saturday,Morning Rush,48,0,12,2,0
2017,September,Saturday,Night,105,0,18,3,0
2017,September,Sunday,Early Afternoon,145,0,27,1,0
2017,September,Sunday,Early Morning,27,0,6,0,0
2017,September,Sunday,Evening,97,0,15,3,0
2017,September,Sunday,Late Afternoon,126,0,21,3,0
2017,September,Sunday,Late Night,21,0,2,1,0
2017,September,Sunday,Mid Morning,77,0,9,1,0
2017,September,Sunday,Morning Rush,16,0,4,0,0
2017,September,Sunday,Night,44,0,6,0,0
2017,September,Thursday,Early Afternoon,163,0,32,4,0
2017,September,Thursday,Early Morning,8,0,1,0,0
2017,September,Thursday,Evening,143,0,16,1,0
2017,September,Thursday,Late Afternoon,281,1,64,9,1
2017,September,Thursday,Late Night,13,0,0,0,0
2017,September,Thursday,Mid Morning,184,0,28,3,0
2017,September,Thursday,Morning Rush,167,0,25,6,0
2017,September,Thursday,Night,53,1,6,2,1
2017,September,Tuesday,Early Afternoon,190,0,20,2,0
2017,September,Tuesday,Early Morning,6,0,2,0,0
2017,September,Tuesday,Evening,120,1,14,3,1
2017,September,Tuesday,Late Afternoon,265,0,43,6,0
2017,September,Tuesday,Late Night,10,0,0,0,0
2017,September,Tuesday,Mid Morning,152,0,23,3,0
2017,September,Tuesday,Morning Rush,160,0,26,4,0
2017,September,Tuesday,Night,44,0,6,2,0
2017,September,Wednesday,Early Afternoon,168,0,32,7,0
2017,September,Wednesday,Early Morning,14,0,1,0,0
2017,September,Wednesday,Evening,122,1,21,5,1
2017,September,Wednesday,Late Afternoon,260,0,38,5,0
2017,September,Wednesday,Late Night,12,0,4,1,0
2017,September,Wednesday,Mid Morning,183,0,29,3,0
2017,September,Wednesday,Morning Rush,146,0,19,1,0
2017,September,Wednesday,Night,40,2,7,4,1
2018,April,Friday,Early Afternoon,187,0,23,5,0
2018,April,Friday,Early Morning,9,0,0,0,0
2018,April,Friday,Evening,146,0,26,7,0
2018,April,Friday,Late Afternoon,244,1,24,2,1
2018,April,Friday,Late Night,8,0,3,1,0
2018,April,Friday,Mid Morning,139,0,16,2,0
2018,April,Friday,Morning Rush,92,0,13,0,0
2018,April,Friday,Night,77,0,10,4,0
2018,April,Monday,Early Afternoon,158,0,17,6,0
2018,April,Monday,Early Morning,16,0,2,0,0
2018,April,Monday,Evening,111,0,14,1,0
2018,April,Monday,Late Afternoon,227,0,24,3,0
2018,April,Monday,Late Night,13,1,3,1,1
2018,April,Monday,Mid Morning,171,0,20,3,0
2018,April,Monday,Morning Rush,107,0,20,4,0
2018,April,Monday,Night,40,0,8,2,0
2018,April,Saturday,Early Afternoon,189,0,22,3,0
2018,April,Saturday,Early Morning,18,0,3,0,0
2018,April,Saturday,Evening,111,0,19,2,0
2018,April,Saturday,Late Afternoon,169,0,25,1,0
2018,April,Saturday,Late Night,52,0,13,3,0
2018,April,Saturday,Mid Morning,125,0,12,0,0
2018,April,Saturday,Morning Rush,27,0,1,0,0
2018,April,Saturday,Night,70,1,13,1,1
2018,April,Sunday,Early Afternoon,178,0,30,2,0
2018,April,Sunday,Early Morning,36,0,5,0,0
2018,April,Sunday,Evening,98,0,14,4,0
2018,April,Sunday,Late Afternoon,129,0,17,1,0
2018,April,Sunday,Late Night,54,0,3,0,0
2018,April,Sunday,Mid Morning,102,0,11,0,0
2018,April,Sunday,Morning Rush,40,0,6,1,0
2018,April,Sunday,Night,37,0,9,0,0
2018,April,Thursday,Early Afternoon,163,0,17,3,0
2018,April,Thursday,Early Morning,9,0,0,0,0
2018,April,Thursday,Evening,113,0,18,2,0
2018,April,Thursday,Late Afternoon,229,0,28,1,0
2018,April,Thursday,Late Night,12,0,4,0,0
2018,April,Thursday,Mid Morning,142,0,13,4,0
2018,April,Thursday,Morning Rush,121,0,12,4,0
2018,April,Thursday,Night,52,0,5,2,0
2018,April,Tuesday,Early Afternoon,136,0,17,5,0
2018,April,Tuesday,Early Morning,19,0,3,1,0
2018,April,Tuesday,Evening,97,0,18,5,0
2018,April,Tuesday,Late Afternoon,198,0,28,4,0
2018,April,Tuesday,Late Night,20,0,1,0,0
2018,April,Tuesday,Mid Morning,131,0,13,0,0
2018,April,Tuesday,Morning Rush,125,0,9,1,0
2018,April,Tuesday,Night,57,0,15,9,0
2018,April,Wednesday,Early Afternoon,153,0,20,2,0
2018,April,Wednesday,Early Morning,12,0,4,2,0
2018,April,Wednesday,Evening,125,0,17,1,0
2018,April,Wednesday,Late Afternoon,218,0,27,3,0
2018,April,Wednesday,Late Night,19,0,1,0,0
2018,April,Wednesday,Mid Morning,131,0,13,2,0
2018,April,Wednesday,Morning Rush,121,0,14,3,0
2018,April,Wednesday,Night,54,0,14,6,0
2018,August,Friday,Early Afternoon,271,0,38,2,0
2018,August,Friday,Early Morning,16,0,1,0,0
2018,August,Friday,Evening,177,1,25,1,1
2018,August,Friday,Late Afternoon,322,0,39,5,0
2018,August,Friday,Late Night,31,0,4,1,0
2018,August,Friday,Mid Morning,202,0,31,1,0
2018,August,Friday,Morning Rush,108,0,20,4,0
2018,August,Friday,Night,95,0,18,2,0
2018,August,Monday,Early Afternoon,136,0,20,2,0
2018,August,Monday,Early Morning,10,0,2,0,0
2018,August,Monday,Evening,91,0,10,2,0
2018,August,Monday,Late Afternoon,202,0,21,6,0
2018,August,Monday,Late Night,16,0,2,1,0
2018,August,Monday,Mid Morning,112,1,20,5,1
2018,August,Monday,Morning Rush,64,0,10,3,0
2018,August,Monday,Night,48,0,12,0,0
2018,August,Saturday,Early Afternoon,162,0,22,2,0
2018,August,Saturday,Early Morning,20,0,5,0,0
2018,August,Saturday,Evening,100,0,8,0,0
2018,August,Saturday,Late Afternoon,168,0,18,2,0
2018,August,Saturday,Late Night,40,0,10,1,0
2018,August,Saturday,Mid Morning,104,0,18,2,0
2018,August,Saturday,Morning Rush,35,0,7,1,0
2018,August,Saturday,Night,93,0,20,5,0
2018,August,Sunday,Early Afternoon,154,0,26,2,0
2018,August,Sunday,Early Morning,28,0,6,1,0
2018,August,Sunday,Evening,80,0,11,1,0
2018,August,Sunday,Late Afternoon,136,0,20,1,0
2018,August,Sunday,Late Night,53,0,7,2,0
2018,August,Sunday,Mid Morning,67,0,8,1,0
2018,August,Sunday,Morning Rush,17,0,4,0,0
2018,August,Sunday,Night,80,0,13,4,0
2018,August,Thursday,Early Afternoon,221,0,34,3,0
2018,August,Thursday,Early Morning,15,0,2,0,0
2018,August,Thursday,Evening,148,0,17,1,0
2018,August,Thursday,Late Afternoon,325,1,42,4,1
2018,August,Thursday,Late Night,17,1,4,2,1
2018,August,Thursday,Mid Morning,197,0,19,5,0
2018,August,Thursday,Morning Rush,116,0,18,2,0
2018,August,Thursday,Night,93,0,26,5,0
2018,August,Tuesday,Early Afternoon,162,0,16,1,0
2018,August,Tuesday,Early Morning,8,0,1,0,0
2018,August,Tuesday,Evening,151,0,17,1,0
2018,August,Tuesday,Late Afternoon,255,0,37,4,0
2018,August,Tuesday,Late Night,17,0,2,0,0
2018,August,Tuesday,Mid Morning,137,0,17,1,0
2018,August,Tuesday,Morning Rush,88,0,13,2,0
2018,August,Tuesday,Night,65,0,9,2,0
2018,August,Wednesday,Early Afternoon,213,0,20,2,0
2018,August,Wednesday,Early Morning,10,0,4,0,0
2018,August,Wednesday,Evening,165,0,20,1,0
2018,August,Wednesday,Late Afternoon,298,0,43,2,0
2018,August,Wednesday,Late Night,16,0,1,1,0
2018,August,Wednesday,Mid Morning,189,0,14,1,0
2018,August,Wednesday,Morning Rush,109,0,20,1,0
2018,August,Wednesday,Night,77,0,10,1,0
2018,December,Friday,Early Afternoon,220,0,26,4,0
2018,December,Friday,Early Morning,27,0,3,0,0
2018,December,Friday,Evening,169,1,24,9,1
2018,December,Friday,Late Afternoon,234,0,27,4,0
2018,December,Friday,Late Night,41,0,5,2,0
2018,December,Friday,Mid Morning,169,0,13,3,0
2018,December,Friday,Morning Rush,127,0,26,10,0
2018,December,Friday,Night,78,0,8,1,0
2018,December,Monday,Early Afternoon,217,0,22,4,0
2018,December,Monday,Early Morning,21,0,0,0,0
2018,December,Monday,Evening,164,0,20,8,0
2018,December,Monday,Late Afternoon,276,0,38,14,0
2018,December,Monday,Late Night,36,0,3,0,0
2018,December,Monday,Mid Morning,174,0,19,4,0
2018,December,Monday,Morning Rush,114,0,10,1,0
2018,December,Monday,Night,62,0,11,3,0
2018,December,Saturday,Early Afternoon,216,1,24,6,1
2018,December,Saturday,Early Morning,36,0,6,2,0
2018,December,Saturday,Evening,199,0,28,10,0
2018,December,Saturday,Late Afternoon,217,0,22,8,0
2018,December,Saturday,Late Night,45,0,10,0,0
2018,December,Saturday,Mid Morning,163,0,13,2,0
2018,December,Saturday,Morning Rush,55,1,8,3,1
2018,December,Saturday,Night,94,0,12,6,0
2018,December,Sunday,Early Afternoon,180,0,21,4,0
2018,December,Sunday,Early Morning,39,0,1,0,0
2018,December,Sunday,Evening,160,0,30,13,0
2018,December,Sunday,Late Afternoon,210,0,26,3,0
2018,December,Sunday,Late Night,68,0,10,0,0
2018,December,Sunday,Mid Morning,112,0,11,3,0
2018,December,Sunday,Morning Rush,29,0,2,1,0
2018,December,Sunday,Night,65,0,9,1,0
2018,December,Thursday,Early Afternoon,187,0,18,1,0
2018,December,Thursday,Early Morning,26,0,3,0,0
2018,December,Thursday,Evening,190,0,23,4,0
2018,December,Thursday,Late Afternoon,269,0,36,11,0
2018,December,Thursday,Late Night,32,0,4,1,0
2018,December,Thursday,Mid Morning,159,0,10,0,0
2018,December,Thursday,Morning Rush,141,0,16,4,0
2018,December,Thursday,Night,82,0,9,4,0
2018,December,Tuesday,Early Afternoon,163,0,14,2,0
2018,December,Tuesday,Early Morning,21,0,0,0,0
2018,December,Tuesday,Evening,143,1,23,8,1
2018,December,Tuesday,Late Afternoon,207,0,18,1,0
2018,December,Tuesday,Late Night,24,0,3,1,0
2018,December,Tuesday,Mid Morning,141,0,14,1,0
2018,December,Tuesday,Morning Rush,123,0,13,2,0
2018,December,Tuesday,Night,58,0,11,1,0
2018,December,Wednesday,Early Afternoon,161,0,14,0,0
2018,December,Wednesday,Early Morning,26,0,2,1,0
2018,December,Wednesday,Evening,144,1,14,5,1
2018,December,Wednesday,Late Afternoon,221,0,23,9,0
2018,December,Wednesday,Late Night,21,0,1,0,0
2018,December,Wednesday,Mid Morning,116,0,11,1,0
2018,December,Wednesday,Morning Rush,107,0,15,3,0
2018,December,Wednesday,Night,54,0,5,2,0
2018,February,Friday,Early Afternoon,179,0,13,2,0
2018,February,Friday,Early Morning,14,0,1,0,0
2018,February,Friday,Evening,174,0,23,4,0
2018,February,Friday,Late Afternoon,295,0,46,6,0
2018,February,Friday,Late Night,10,0,0,0,0
2018,February,Friday,Mid Morning,143,1,14,6,1
2018,February,Friday,Morning Rush,135,0,20,4,0
2018,February,Friday,Night,75,1,8,4,1
2018,February,Monday,Early Afternoon,138,0,16,5,0
2018,February,Monday,Early Morning,19,0,5,0,0
2018,February,Monday,Evening,123,0,24,5,0
2018,February,Monday,Late Afternoon,183,0,24,3,0
2018,February,Monday,Late Night,24,0,4,1,0
2018,February,Monday,Mid Morning,124,0,10,3,0
2018,February,Monday,Morning Rush,128,0,17,2,0
2018,February,Monday,Night,56,0,6,4,0
2018,February,Saturday,Early Afternoon,209,0,23,4,0
2018,February,Saturday,Early Morning,29,0,5,2,0
2018,February,Saturday,Evening,122,0,18,4,0
2018,February,Saturday,Late Afternoon,219,0,36,4,0
2018,February,Saturday,Late Night,38,0,6,2,0
2018,February,Saturday,Mid Morning,133,0,14,5,0
2018,February,Saturday,Morning Rush,30,0,3,1,0
2018,February,Saturday,Night,65,0,13,2,0
2018,February,Sunday,Early Afternoon,142,0,19,2,0
2018,February,Sunday,Early Morning,24,0,6,0,0
2018,February,Sunday,Evening,85,0,10,2,0
2018,February,Sunday,Late Afternoon,108,0,17,2,0
2018,February,Sunday,Late Night,45,0,4,0,0
2018,February,Sunday,Mid Morning,89,0,13,1,0
2018,February,Sunday,Morning Rush,25,0,2,0,0
2018,February,Sunday,Night,40,0,9,1,0
2018,February,Thursday,Early Afternoon,149,0,19,3,0
2018,February,Thursday,Early Morning,8,0,0,0,0
2018,February,Thursday,Evening,141,0,23,4,0
2018,February,Thursday,Late Afternoon,193,0,19,2,0
2018,February,Thursday,Late Night,12,0,3,0,0
2018,February,Thursday,Mid Morning,138,0,20,6,0
2018,February,Thursday,Morning Rush,102,0,8,3,0
2018,February,Thursday,Night,51,0,6,0,0
2018,February,Tuesday,Early Afternoon,156,0,18,9,0
2018,February,Tuesday,Early Morning,16,0,3,1,0
2018,February,Tuesday,Evening,138,0,22,8,0
2018,February,Tuesday,Late Afternoon,214,2,16,3,1
2018,February,Tuesday,Late Night,10,0,3,0,0
2018,February,Tuesday,Mid Morning,209,0,31,6,0
2018,February,Tuesday,Morning Rush,155,0,19,3,0
2018,February,Tuesday,Night,48,0,10,1,0
2018,February,Wednesday,Early Afternoon,187,0,32,8,0
2018,February,Wednesday,Early Morning,5,0,1,1,0
2018,February,Wednesday,Evening,116,1,16,4,1
2018,February,Wednesday,Late Afternoon,213,0,26,3,0
2018,February,Wednesday,Late Night,8,0,2,0,0
2018,February,Wednesday,Mid Morning,273,0,33,6,0
2018,February,Wednesday,Morning Rush,217,0,23,5,0
2018,February,Wednesday,Night,48,0,6,2,0
2018,January,Friday,Early Afternoon,220,0,36,8,0
2018,January,Friday,Early Morning,17,0,5,0,0
2018,January,Friday,Evening,144,0,34,11,0
2018,January,Friday,Late Afternoon,240,0,41,6,0
2018,January,Friday,Late Night,5,0,0,0,0
2018,January,Friday,Mid Morning,193,1,27,3,1
2018,January,Friday,Morning Rush,158,0,25,13,0
2018,January,Friday,Night,94,0,15,3,0
2018,January,Monday,Early Afternoon,182,0,20,4,0
2018,January,Monday,Early Morning,31,0,3,0,0
2018,January,Monday,Evening,212,0,34,2,0
2018,January,Monday,Late Afternoon,435,1,51,9,1
2018,January,Monday,Late Night,43,1,6,1,1
2018,January,Monday,Mid Morning,174,0,20,2,0
2018,January,Monday,Morning Rush,268,0,24,2,0
2018,January,Monday,Night,117,0,20,4,0
2018,January,Saturday,Early Afternoon,174,0,25,5,0
2018,January,Saturday,Early Morning,23,0,2,0,0
2018,January,Saturday,Evening,144,0,24,5,0
2018,January,Saturday,Late Afternoon,158,0,21,2,0
2018,January,Saturday,Late Night,40,0,3,1,0
2018,January,Saturday,Mid Morning,178,0,24,5,0
2018,January,Saturday,Morning Rush,52,0,9,2,0
2018,January,Saturday,Night,66,0,16,4,0
2018,January,Sunday,Early Afternoon,158,0,29,2,0
2018,January,Sunday,Early Morning,21,0,4,0,0
2018,January,Sunday,Evening,72,1,17,3,1
2018,January,Sunday,Late Afternoon,111,0,15,3,0
2018,January,Sunday,Late Night,37,0,5,1,0
2018,January,Sunday,Mid Morning,76,0,14,1,0
2018,January,Sunday,Morning Rush,30,0,5,2,0
2018,January,Sunday,Night,32,1,8,2,1
2018,January,Thursday,Early Afternoon,153,0,14,5,0
2018,January,Thursday,Early Morning,7,0,0,1,0
2018,January,Thursday,Evening,193,0,37,11,0
2018,January,Thursday,Late Afternoon,231,0,40,8,0
2018,January,Thursday,Late Night,15,0,3,1,0
2018,January,Thursday,Mid Morning,174,0,20,3,0
2018,January,Thursday,Morning Rush,109,1,14,5,1
2018,January,Thursday,Night,54,0,4,3,0
2018,January,Tuesday,Early Afternoon,194,0,20,3,0
2018,January,Tuesday,Early Morning,23,0,1,1,0
2018,January,Tuesday,Evening,183,1,28,7,1
2018,January,Tuesday,Late Afternoon,274,1,36,14,1
2018,January,Tuesday,Late Night,23,0,4,0,0
2018,January,Tuesday,Mid Morning,231,0,31,8,0
2018,January,Tuesday,Morning Rush,192,0,24,4,0
2018,January,Tuesday,Night,60,0,9,3,0
2018,January,Wednesday,Early Afternoon,190,0,30,0,0
2018,January,Wednesday,Early Morning,10,0,0,0,0
2018,January,Wednesday,Evening,172,0,17,6,0
2018,January,Wednesday,Late Afternoon,287,0,38,9,0
2018,January,Wednesday,Late Night,16,0,2,0,0
2018,January,Wednesday,Mid Morning,264,1,52,7,1
2018,January,Wednesday,Morning Rush,204,0,21,8,0
2018,January,Wednesday,Night,43,0,10,3,0
2018,July,Friday,Early Afternoon,211,0,28,4,0
2018,July,Friday,Early Morning,16,0,0,0,0
2018,July,Friday,Evening,166,0,17,2,0
2018,July,Friday,Late Afternoon,261,0,33,3,0
2018,July,Friday,Late Night,16,0,3,1,0
2018,July,Friday,Mid Morning,140,0,17,4,0
2018,July,Friday,Morning Rush,96,0,10,4,0
2018,July,Friday,Night,78,0,17,4,0
2018,July,Monday,Early Afternoon,202,1,28,6,1
2018,July,Monday,Early Morning,13,0,4,0,0
2018,July,Monday,Evening,122,0,22,3,0
2018,July,Monday,Late Afternoon,250,0,30,4,0
2018,July,Monday,Late Night,22,0,6,0,0
2018,July,Monday,Mid Morning,163,0,19,4,0
2018,July,Monday,Morning Rush,111,0,11,1,0
2018,July,Monday,Night,54,0,12,3,0
2018,July,Saturday,Early Afternoon,164,0,17,2,0
2018,July,Saturday,Early Morning,20,0,4,0,0
2018,July,Saturday,Evening,105,0,12,1,0
2018,July,Saturday,Late Afternoon,161,0,25,3,0
2018,July,Saturday,Late Night,37,0,10,1,0
2018,July,Saturday,Mid Morning,96,0,15,1,0
2018,July,Saturday,Morning Rush,36,0,3,1,0
2018,July,Saturday,Night,66,0,10,2,0
2018,July,Sunday,Early Afternoon,170,0,21,2,0
2018,July,Sunday,Early Morning,28,0,8,1,0
2018,July,Sunday,Evening,111,0,10,1,0
2018,July,Sunday,Late Afternoon,171,0,20,2,0
2018,July,Sunday,Late Night,44,0,1,0,0
2018,July,Sunday,Mid Morning,92,1,13,2,1
2018,July,Sunday,Morning Rush,21,0,5,0,0
2018,July,Sunday,Night,64,0,13,6,0
2018,July,Thursday,Early Afternoon,215,0,20,2,0
2018,July,Thursday,Early Morning,4,0,2,0,0
2018,July,Thursday,Evening,130,0,13,3,0
2018,July,Thursday,Late Afternoon,266,0,39,6,0
2018,July,Thursday,Late Night,20,1,2,1,1
2018,July,Thursday,Mid Morning,175,0,20,3,0
2018,July,Thursday,Morning Rush,116,0,16,4,0
2018,July,Thursday,Night,67,0,13,5,0
2018,July,Tuesday,Early Afternoon,242,0,24,1,0
2018,July,Tuesday,Early Morning,4,0,2,0,0
2018,July,Tuesday,Evening,215,0,37,4,0
2018,July,Tuesday,Late Afternoon,321,0,44,3,0
2018,July,Tuesday,Late Night,19,0,6,2,0
2018,July,Tuesday,Mid Morning,213,0,26,5,0
2018,July,Tuesday,Morning Rush,118,0,17,1,0
2018,July,Tuesday,Night,71,0,10,2,0
2018,July,Wednesday,Early Afternoon,197,0,27,4,0
2018,July,Wednesday,Early Morning,6,0,0,0,0
2018,July,Wednesday,Evening,147,0,23,4,0
2018,July,Wednesday,Late Afternoon,236,0,31,1,0
2018,July,Wednesday,Late Night,9,1,4,2,1
2018,July,Wednesday,Mid Morning,175,0,27,1,0
