Year,Month,DayofWeek,HourRange,CountofCollisions,NoofFatalities,CountofInjuryCollsn,CountOfPedestrianCollsn,CountofFatalityCollsn
2016,November,Friday,Early Afternoon,192,0,32,3,0
2016,November,Friday,Early Morning,12,0,3,2,0
2016,November,Friday,Evening,162,0,26,4,0
2016,November,Friday,Late Afternoon,237,0,38,7,0
2016,November,Friday,Late Night,18,0,6,2,0
2016,November,Friday,Mid Morning,142,0,20,3,0
2016,November,Friday,Morning Rush,109,0,26,8,0
2016,November,Friday,Night,56,0,12,2,0
2016,November,Monday,Early Afternoon,135,0,19,2,0
2016,November,Monday,Early Morning,14,0,3,0,0
2016,November,Monday,Evening,117,0,20,4,0
2016,November,Monday,Late Afternoon,203,0,42,7,0
2016,November,Monday,Late Night,13,0,2,1,0
2016,November,Monday,Mid Morning,191,0,35,5,0
2016,November,Monday,Morning Rush,156,1,26,6,1
2016,November,Monday,Night,37,1,10,1,1
2016,November,Saturday,Early Afternoon,180,0,26,4,0
2016,November,Saturday,Early Morning,24,0,5,0,0
2016,November,Saturday,Evening,174,0,34,7,0
2016,November,Saturday,Late Afternoon,172,0,16,2,0
2016,November,Saturday,Late Night,35,0,12,1,0
2016,November,Saturday,Mid Morning,116,0,19,4,0
2016,November,Saturday,Morning Rush,27,0,2,1,0
2016,November,Saturday,Night,74,0,11,3,0
2016,November,Sunday,Early Afternoon,147,0,14,4,0
2016,November,Sunday,Early Morning,20,0,0,0,0
2016,November,Sunday,Evening,128,0,21,7,0
2016,November,Sunday,Late Afternoon,132,0,13,1,0
2016,November,Sunday,Late Night,35,0,7,2,0
2016,November,Sunday,Mid Morning,87,1,16,5,1
2016,November,Sunday,Morning Rush,17,0,3,1,0
2016,November,Sunday,Night,52,0,16,6,0
2016,November,Thursday,Early Afternoon,152,0,26,4,0
2016,November,Thursday,Early Morning,21,0,2,1,0
2016,November,Thursday,Evening,148,1,22,5,1
2016,November,Thursday,Late Afternoon,212,1,34,4,1
2016,November,Thursday,Late Night,24,0,3,0,0
2016,November,Thursday,Mid Morning,170,0,22,7,0
2016,November,Thursday,Morning Rush,147,0,26,12,0
2016,November,Thursday,Night,55,0,13,2,0
2016,November,Tuesday,Early Afternoon,191,0,30,8,0
2016,November,Tuesday,Early Morning,30,0,3,0,0
2016,November,Tuesday,Evening,205,0,52,14,0
2016,November,Tuesday,Late Afternoon,284,0,42,9,0
2016,November,Tuesday,Late Night,15,0,4,1,0
2016,November,Tuesday,Mid Morning,187,0,34,3,0
2016,November,Tuesday,Morning Rush,144,0,28,4,0
2016,November,Tuesday,Night,53,0,13,6,0
2016,November,Wednesday,Early Afternoon,167,0,18,2,0
2016,November,Wednesday,Early Morning,20,0,2,0,0
2016,November,Wednesday,Evening,235,1,47,22,1
2016,November,Wednesday,Late Afternoon,278,0,49,14,0
2016,November,Wednesday,Late Night,8,0,0,0,0
2016,November,Wednesday,Mid Morning,160,0,23,1,0
2016,November,Wednesday,Morning Rush,164,0,33,3,0
2016,November,Wednesday,Night,103,0,26,7,0
2016,October,Friday,Early Afternoon,215,0,28,7,0
2016,October,Friday,Early Morning,16,0,1,1,0
2016,October,Friday,Evening,173,0,28,6,0
2016,October,Friday,Late Afternoon,256,0,41,4,0
2016,October,Friday,Late Night,16,0,1,0,0
2016,October,Friday,Mid Morning,160,0,18,3,0
2016,October,Friday,Morning Rush,158,0,25,7,0
2016,October,Friday,Night,83,0,14,4,0
2016,October,Monday,Early Afternoon,159,0,27,4,0
2016,October,Monday,Early Morning,15,0,4,0,0
2016,October,Monday,Evening,116,0,22,6,0
2016,October,Monday,Late Afternoon,190,0,42,8,0
2016,October,Monday,Late Night,19,1,3,0,1
2016,October,Monday,Mid Morning,123,0,14,1,0
2016,October,Monday,Morning Rush,157,0,17,5,0
2016,October,Monday,Night,34,0,9,2,0
2016,October,Saturday,Early Afternoon,188,0,32,2,0
2016,October,Saturday,Early Morning,24,0,5,2,0
2016,October,Saturday,Evening,162,0,29,4,0
2016,October,Saturday,Late Afternoon,185,0,28,3,0
2016,October,Saturday,Late Night,48,0,12,2,0
2016,October,Saturday,Mid Morning,136,0,22,5,0
2016,October,Saturday,Morning Rush,30,0,6,0,0
2016,October,Saturday,Night,75,0,15,1,0
2016,October,Sunday,Early Afternoon,204,0,32,2,0
2016,October,Sunday,Early Morning,36,0,8,1,0
2016,October,Sunday,Evening,79,1,17,4,1
2016,October,Sunday,Late Afternoon,149,0,22,2,0
2016,October,Sunday,Late Night,52,1,8,1,1
2016,October,Sunday,Mid Morning,102,1,16,1,1
2016,October,Sunday,Morning Rush,25,0,5,2,0
2016,October,Sunday,Night,64,0,16,4,0
2016,October,Thursday,Early Afternoon,193,0,30,5,0
2016,October,Thursday,Early Morning,18,0,1,0,0
2016,October,Thursday,Evening,207,1,46,14,1
2016,October,Thursday,Late Afternoon,246,1,41,8,1
2016,October,Thursday,Late Night,9,0,0,0,0
2016,October,Thursday,Mid Morning,157,0,26,6,0
2016,October,Thursday,Morning Rush,161,0,34,12,0
2016,October,Thursday,Night,41,0,6,0,0
2016,October,Tuesday,Early Afternoon,150,0,25,7,0
2016,October,Tuesday,Early Morning,7,0,0,0,0
2016,October,Tuesday,Evening,154,0,26,4,0
2016,October,Tuesday,Late Afternoon,214,0,40,4,0
2016,October,Tuesday,Late Night,16,0,2,1,0
2016,October,Tuesday,Mid Morning,131,1,17,5,1
2016,October,Tuesday,Morning Rush,151,0,25,8,0
2016,October,Tuesday,Night,33,0,10,3,0
2016,October,Wednesday,Early Afternoon,168,0,22,1,0
2016,October,Wednesday,Early Morning,11,0,1,0,0
2016,October,Wednesday,Evening,146,0,24,4,0
2016,October,Wednesday,Late Afternoon,218,0,42,7,0
2016,October,Wednesday,Late Night,14,0,4,1,0
2016,October,Wednesday,Mid Morning,136,2,20,7,1
2016,October,Wednesday,Morning Rush,119,0,17,2,0
2016,October,Wednesday,Night,48,0,10,1,0
2016,September,Friday,Early Afternoon,221,1,34,3,1
2016,September,Friday,Early Morning,10,0,1,0,0
2016,September,Friday,Evening,171,1,29,10,1
2016,September,Friday,Late Afternoon,286,0,54,6,0
2016,September,Friday,Late Night,19,0,4,2,0
2016,September,Friday,Mid Morning,201,0,35,5,0
2016,September,Friday,Morning Rush,149,0,22,6,0
2016,September,Friday,Night,90,0,17,3,0
2016,September,Monday,Early Afternoon,150,0,30,3,0
2016,September,Monday,Early Morning,11,0,4,3,0
2016,September,Monday,Evening,90,0,21,3,0
2016,September,Monday,Late Afternoon,166,0,35,4,0
2016,September,Monday,Late Night,15,1,6,0,1
2016,September,Monday,Mid Morning,141,0,27,4,0
2016,September,Monday,Morning Rush,132,0,24,4,0
2016,September,Monday,Night,36,0,4,0,0
2016,September,Saturday,Early Afternoon,186,0,31,2,0
2016,September,Saturday,Early Morning,16,0,2,0,0
2016,September,Saturday,Evening,110,0,18,6,0
2016,September,Saturday,Late Afternoon,203,0,36,5,0
2016,September,Saturday,Late Night,26,0,4,1,0
2016,September,Saturday,Mid Morning,109,0,24,8,0
2016,September,Saturday,Morning Rush,42,0,14,3,0
2016,September,Saturday,Night,65,0,15,3,0
2016,September,Sunday,Early Afternoon,133,0,17,2,0
2016,September,Sunday,Early Morning,16,0,5,1,0
2016,September,Sunday,Evening,89,0,27,2,0
2016,September,Sunday,Late Afternoon,153,0,29,3,0
2016,September,Sunday,Late Night,26,0,6,2,0
2016,September,Sunday,Mid Morning,72,0,11,2,0
2016,September,Sunday,Morning Rush,20,0,2,0,0
2016,September,Sunday,Night,34,0,7,1,0
2016,September,Thursday,Early Afternoon,200,0,32,7,0
2016,September,Thursday,Early Morning,11,0,3,0,0
2016,September,Thursday,Evening,194,0,28,4,0
2016,September,Thursday,Late Afternoon,288,0,50,5,0
2016,September,Thursday,Late Night,15,0,4,0,0
2016,September,Thursday,Mid Morning,155,1,17,7,1
2016,September,Thursday,Morning Rush,158,0,25,4,0
2016,September,Thursday,Night,69,1,13,0,1
2016,September,Tuesday,Early Afternoon,168,0,26,2,0
2016,September,Tuesday,Early Morning,14,0,2,1,0
2016,September,Tuesday,Evening,127,0,22,3,0
2016,September,Tuesday,Late Afternoon,234,0,35,3,0
2016,September,Tuesday,Late Night,7,0,2,0,0
2016,September,Tuesday,Mid Morning,153,0,26,4,0
2016,September,Tuesday,Morning Rush,147,0,26,3,0
2016,September,Tuesday,Night,60,0,16,4,0
2016,September,Wednesday,Early Afternoon,142,0,27,3,0
2016,September,Wednesday,Early Morning,5,0,0,0,0
2016,September,Wednesday,Evening,138,0,24,4,0
2016,September,Wednesday,Late Afternoon,238,1,42,9,1
2016,September,Wednesday,Late Night,13,0,4,1,0
2016,September,Wednesday,Mid Morning,141,0,25,3,0
2016,September,Wednesday,Morning Rush,158,0,22,5,0
2016,September,Wednesday,Night,49,0,12,2,0
2017,April,Friday,Early Afternoon,145,0,30,5,0
2017,April,Friday,Early Morning,16,0,4,1,0
2017,April,Friday,Evening,120,1,15,2,1
2017,April,Friday,Late Afternoon,196,1,27,6,1
2017,April,Friday,Late Night,28,0,7,0,0
2017,April,Friday,Mid Morning,148,0,30,5,0
2017,April,Friday,Morning Rush,89,0,13,5,0
2017,April,Friday,Night,55,0,10,1,0
2017,April,Monday,Early Afternoon,120,0,14,3,0
2017,April,Monday,Early Morning,7,0,0,1,0
2017,April,Monday,Evening,96,0,15,0,0
2017,April,Monday,Late Afternoon,193,0,34,6,0
2017,April,Monday,Late Night,15,0,2,1,0
2017,April,Monday,Mid Morning,143,0,15,1,0
2017,April,Monday,Morning Rush,98,0,13,4,0
2017,April,Monday,Night,48,0,13,4,0
2017,April,Saturday,Early Afternoon,250,0,41,10,0
2017,April,Saturday,Early Morning,28,0,5,2,0
2017,April,Saturday,Evening,137,0,25,7,0
2017,April,Saturday,Late Afternoon,224,0,30,1,0
2017,April,Saturday,Late Night,36,0,7,1,0
2017,April,Saturday,Mid Morning,145,0,28,8,0
2017,April,Saturday,Morning Rush,37,0,6,1,0
2017,April,Saturday,Night,85,0,19,1,0
2017,April,Sunday,Early Afternoon,159,0,29,5,0
2017,April,Sunday,Early Morning,20,0,7,0,0
2017,April,Sunday,Evening,93,0,14,2,0
2017,April,Sunday,Late Afternoon,155,0,30,4,0
2017,April,Sunday,Late Night,43,0,10,0,0
2017,April,Sunday,Mid Morning,108,0,14,1,0
2017,April,Sunday,Morning Rush,23,0,3,0,0
2017,April,Sunday,Night,61,0,17,4,0
2017,April,Thursday,Early Afternoon,190,1,30,6,1
2017,April,Thursday,Early Morning,15,0,2,1,0
2017,April,Thursday,Evening,182,0,27,10,0
2017,April,Thursday,Late Afternoon,254,0,37,3,0
2017,April,Thursday,Late Night,16,1,3,0,1
2017,April,Thursday,Mid Morning,158,0,27,3,0
2017,April,Thursday,Morning Rush,110,0,20,4,0
2017,April,Thursday,Night,73,0,11,7,0
2017,April,Tuesday,Early Afternoon,140,0,26,3,0
2017,April,Tuesday,Early Morning,5,0,0,0,0
2017,April,Tuesday,Evening,87,0,17,1,0
2017,April,Tuesday,Late Afternoon,236,0,48,4,0
2017,April,Tuesday,Late Night,15,0,2,1,0
2017,April,Tuesday,Mid Morning,137,1,19,4,1
2017,April,Tuesday,Morning Rush,114,0,13,3,0
2017,April,Tuesday,Night,42,0,11,2,0
2017,April,Wednesday,Early Afternoon,150,0,21,6,0
2017,April,Wednesday,Early Morning,8,0,1,0,0
2017,April,Wednesday,Evening,102,1,14,1,1
2017,April,Wednesday,Late Afternoon,196,0,33,3,0
2017,April,Wednesday,Late Night,12,0,2,0,0
2017,April,Wednesday,Mid Morning,134,0,13,2,0
2017,April,Wednesday,Morning Rush,94,0,14,5,0
2017,April,Wednesday,Night,41,0,7,3,0
2017,August,Friday,Early Afternoon,201,0,40,7,0
2017,August,Friday,Early Morning,9,0,0,0,0
2017,August,Friday,Evening,147,0,24,3,0
2017,August,Friday,Late Afternoon,219,0,28,2,0
2017,August,Friday,Late Night,17,0,4,0,0
2017,August,Friday,Mid Morning,153,1,28,6,1
2017,August,Friday,Morning Rush,86,0,16,1,0
2017,August,Friday,Night,114,0,21,4,0
2017,August,Monday,Early Afternoon,126,0,15,1,0
2017,August,Monday,Early Morning,11,0,1,0,0
2017,August,Monday,Evening,107,0,22,7,0
2017,August,Monday,Late Afternoon,193,0,37,2,0
2017,August,Monday,Late Night,21,0,3,0,0
2017,August,Monday,Mid Morning,94,0,18,1,0
2017,August,Monday,Morning Rush,72,0,12,4,0
2017,August,Monday,Night,52,0,9,0,0
2017,August,Saturday,Early Afternoon,164,0,26,6,0
2017,August,Saturday,Early Morning,10,0,2,0,0
2017,August,Saturday,Evening,99,0,16,1,0
2017,August,Saturday,Late Afternoon,134,0,20,3,0
2017,August,Saturday,Late Night,33,0,4,1,0
2017,August,Saturday,Mid Morning,99,1,16,2,1
2017,August,Saturday,Morning Rush,25,0,6,1,0
2017,August,Saturday,Night,70,0,16,1,0
2017,August,Sunday,Early Afternoon,134,0,29,2,0
2017,August,Sunday,Early Morning,16,0,3,0,0
2017,August,Sunday,Evening,80,1,16,2,1
2017,August,Sunday,Late Afternoon,120,0,19,4,0
2017,August,Sunday,Late Night,51,0,10,5,0
2017,August,Sunday,Mid Morning,65,0,11,2,0
2017,August,Sunday,Morning Rush,12,0,6,0,0
2017,August,Sunday,Night,73,0,17,0,0
2017,August,Thursday,Early Afternoon,193,0,30,4,0
2017,August,Thursday,Early Morning,12,0,3,1,0
2017,August,Thursday,Evening,165,1,30,4,1
2017,August,Thursday,Late Afternoon,316,0,39,3,0
2017,August,Thursday,Late Night,17,0,4,0,0
2017,August,Thursday,Mid Morning,167,0,25,4,0
2017,August,Thursday,Morning Rush,118,0,20,4,0
2017,August,Thursday,Night,79,1,20,2,1
2017,August,Tuesday,Early Afternoon,229,0,37,7,0
2017,August,Tuesday,Early Morning,4,1,2,2,1
2017,August,Tuesday,Evening,149,0,21,4,0
2017,August,Tuesday,Late Afternoon,319,0,65,6,0
2017,August,Tuesday,Late Night,26,0,3,1,0
2017,August,Tuesday,Mid Morning,176,0,29,6,0
2017,August,Tuesday,Morning Rush,97,0,17,3,0
2017,August,Tuesday,Night,60,0,15,2,0
2017,August,Wednesday,Early Afternoon,218,0,29,2,0
2017,August,Wednesday,Early Morning,7,0,0,0,0
2017,August,Wednesday,Evening,187,0,34,3,0
2017,August,Wednesday,Late Afternoon,298,0,47,5,0
2017,August,Wednesday,Late Night,19,0,5,1,0
2017,August,Wednesday,Mid Morning,148,0,25,4,0
2017,August,Wednesday,Morning Rush,152,0,21,2,0
2017,August,Wednesday,Night,75,0,15,3,0
2017,December,Friday,Early Afternoon,280,1,26,6,1
2017,December,Friday,Early Morning,16,0,3,1,0
2017,December,Friday,Evening,231,0,30,7,0
2017,December,Friday,Late Afternoon,387,0,60,9,0
2017,December,Friday,Late Night,46,0,1,0,0
2017,December,Friday,Mid Morning,214,0,16,1,0
2017,December,Friday,Morning Rush,173,0,29,2,0
2017,December,Friday,Night,105,1,14,7,1
2017,December,Monday,Early Afternoon,169,0,22,6,0
2017,December,Monday,Early Morning,11,0,2,0,0
2017,December,Monday,Evening,185,0,12,5,0
2017,December,Monday,Late Afternoon,281,1,36,5,1
2017,December,Monday,Late Night,18,0,3,0,0
2017,December,Monday,Mid Morning,154,0,22,2,0
2017,December,Monday,Morning Rush,153,0,15,3,0
2017,December,Monday,Night,46,0,6,1,0
2017,December,Saturday,Early Afternoon,232,0,30,6,0
2017,December,Saturday,Early Morning,22,0,3,0,0
2017,December,Saturday,Evening,188,0,23,5,0
2017,December,Saturday,Late Afternoon,211,0,29,2,0
2017,December,Saturday,Late Night,50,0,13,5,0
2017,December,Saturday,Mid Morning,167,0,24,4,0
2017,December,Saturday,Morning Rush,29,0,4,0,0
2017,December,Saturday,Night,109,0,20,1,0
2017,December,Sunday,Early Afternoon,222,1,24,4,1
2017,December,Sunday,Early Morning,26,0,1,0,0
2017,December,Sunday,Evening,159,0,20,2,0
2017,December,Sunday,Late Afternoon,198,0,28,3,0
2017,December,Sunday,Late Night,48,1,9,1,1
2017,December,Sunday,Mid Morning,108,0,24,2,0
2017,December,Sunday,Morning Rush,34,0,6,3,0
2017,December,Sunday,Night,84,0,9,2,0
2017,December,Thursday,Early Afternoon,209,0,27,5,0
2017,December,Thursday,Early Morning,10,0,2,0,0
2017,December,Thursday,Evening,183,0,25,5,0
2017,December,Thursday,Late Afternoon,277,1,37,4,1
2017,December,Thursday,Late Night,16,0,2,1,0
2017,December,Thursday,Mid Morning,200,0,32,3,0
2017,December,Thursday,Morning Rush,105,0,11,5,0
2017,December,Thursday,Night,100,0,14,3,0
2017,December,Tuesday,Early Afternoon,180,0,25,4,0
2017,December,Tuesday,Early Morning,14,0,2,0,0
2017,December,Tuesday,Evening,144,0,20,5,0
2017,December,Tuesday,Late Afternoon,192,0,29,3,0
2017,December,Tuesday,Late Night,29,0,3,1,0
2017,December,Tuesday,Mid Morning,127,0,15,2,0
2017,December,Tuesday,Morning Rush,146,0,17,4,0
2017,December,Tuesday,Night,51,0,8,1,0
2017,December,Wednesday,Early Afternoon,213,0,30,4,0
2017,December,Wednesday,Early Morning,9,0,1,0,0
2017,December,Wednesday,Evening,188,1,28,4,1
2017,December,Wednesday,Late Afternoon,232,0,27,5,0
2017,December,Wednesday,Late Night,13,0,3,0,0
2017,December,Wednesday,Mid Morning,167,1,26,5,1
2017,December,Wednesday,Morning Rush,134,0,23,5,0
2017,December,Wednesday,Night,60,0,10,1,0
2017,February,Friday,Early Afternoon,163,0,26,4,0
2017,February,Friday,Early Morning,8,0,1,0,0
2017,February,Friday,Evening,196,0,36,9,0
2017,February,Friday,Late Afternoon,301,0,32,6,0
2017,February,Friday,Late Night,9,0,1,0,0
2017,February,Friday,Mid Morning,112,0,23,3,0
2017,February,Friday,Morning Rush,104,0,13,3,0
2017,February,Friday,Night,66,0,12,2,0
2017,February,Monday,Early Afternoon,100,0,17,3,0
2017,February,Monday,Early Morning,6,0,1,1,0
2017,February,Monday,Evening,90,0,13,5,0
2017,February,Monday,Late Afternoon,175,0,43,7,0
2017,February,Monday,Late Night,21,0,2,0,0
2017,February,Monday,Mid Morning,93,0,16,0,0
2017,February,Monday,Morning Rush,121,0,18,2,0
2017,February,Monday,Night,29,0,7,1,0
2017,February,Saturday,Early Afternoon,180,0,23,5,0
2017,February,Saturday,Early Morning,18,0,5,0,0
2017,February,Saturday,Evening,110,0,24,5,0
2017,February,Saturday,Late Afternoon,149,0,19,2,0
2017,February,Saturday,Late Night,29,1,6,1,1
2017,February,Saturday,Mid Morning,103,0,10,2,0
2017,February,Saturday,Morning Rush,22,0,3,0,0
2017,February,Saturday,Night,48,0,8,1,0
2017,February,Sunday,Early Afternoon,151,0,22,4,0
2017,February,Sunday,Early Morning,18,0,5,0,0
2017,February,Sunday,Evening,93,0,13,4,0
2017,February,Sunday,Late Afternoon,147,0,24,5,0
2017,February,Sunday,Late Night,32,0,8,3,0
2017,February,Sunday,Mid Morning,99,0,10,3,0
2017,February,Sunday,Morning Rush,33,0,2,0,0
2017,February,Sunday,Night,45,0,6,2,0
2017,February,Thursday,Early Afternoon,142,0,16,3,0
2017,February,Thursday,Early Morning,3,0,0,0,0
2017,February,Thursday,Evening,123,0,28,8,0
2017,February,Thursday,Late Afternoon,202,0,30,5,0
2017,February,Thursday,Late Night,16,1,2,0,1
2017,February,Thursday,Mid Morning,132,1,16,6,1
2017,February,Thursday,Morning Rush,112,0,18,5,0
2017,February,Thursday,Night,33,0,3,0,0
2017,February,Tuesday,Early Afternoon,114,0,13,1,0
2017,February,Tuesday,Early Morning,9,0,2,0,0
2017,February,Tuesday,Evening,135,0,22,8,0
2017,February,Tuesday,Late Afternoon,172,0,22,5,0
2017,February,Tuesday,Late Night,8,0,0,0,0
2017,February,Tuesday,Mid Morning,129,0,20,4,0
2017,February,Tuesday,Morning Rush,102,0,9,4,0
2017,February,Tuesday,Night,44,0,9,2,0
2017,February,Wednesday,Early Afternoon,128,0,18,6,0
2017,February,Wednesday,Early Morning,7,0,1,1,0
2017,February,Wednesday,Evening,114,0,18,3,0
2017,February,Wednesday,Late Afternoon,160,0,22,5,0
2017,February,Wednesday,Late Night,18,0,4,0,0
2017,February,Wednesday,Mid Morning,119,0,22,5,0
2017,February,Wednesday,Morning Rush,89,0,7,2,0
2017,February,Wednesday,Night,36,0,9,3,0
2017,January,Friday,Early Afternoon,136,0,26,3,0
2017,January,Friday,Early Morning,6,0,2,0,0
2017,January,Friday,Evening,145,0,25,5,0
2017,January,Friday,Late Afternoon,186,0,27,7,0
2017,January,Friday,Late Night,16,0,2,1,0
2017,January,Friday,Mid Morning,111,0,16,2,0
2017,January,Friday,Morning Rush,92,0,19,7,0
2017,January,Friday,Night,61,0,20,2,0
2017,January,Monday,Early Afternoon,142,0,11,1,0
2017,January,Monday,Early Morning,7,0,2,0,0
2017,January,Monday,Evening,108,0,14,5,0
2017,January,Monday,Late Afternoon,212,0,38,6,0
2017,January,Monday,Late Night,12,0,2,0,0
2017,January,Monday,Mid Morning,161,0,23,4,0
2017,January,Monday,Morning Rush,127,0,18,3,0
2017,January,Monday,Night,41,0,6,2,0
2017,January,Saturday,Early Afternoon,132,0,14,0,0
2017,January,Saturday,Early Morning,13,0,1,0,0
2017,January,Saturday,Evening,125,0,31,11,0
2017,January,Saturday,Late Afternoon,122,0,21,3,0
2017,January,Saturday,Late Night,39,1,5,0,1
2017,January,Saturday,Mid Morning,93,0,16,4,0
2017,January,Saturday,Morning Rush,25,0,5,1,0
2017,January,Saturday,Night,47,0,5,0,0
2017,January,Sunday,Early Afternoon,124,0,12,2,0
2017,January,Sunday,Early Morning,31,1,11,3,1
2017,January,Sunday,Evening,71,1,8,4,1
2017,January,Sunday,Late Afternoon,93,0,9,1,0
2017,January,Sunday,Late Night,63,1,9,1,1
2017,January,Sunday,Mid Morning,92,0,6,3,0
2017,January,Sunday,Morning Rush,22,0,3,1,0
2017,January,Sunday,Night,45,0,5,1,0
2017,January,Thursday,Early Afternoon,109,0,13,5,0
2017,January,Thursday,Early Morning,10,0,2,1,0
2017,January,Thursday,Evening,107,0,13,6,0
2017,January,Thursday,Late Afternoon,166,0,30,5,0
2017,January,Thursday,Late Night,13,0,4,2,0
2017,January,Thursday,Mid Morning,98,0,11,3,0
2017,January,Thursday,Morning Rush,103,0,19,9,0
2017,January,Thursday,Night,34,0,11,2,0
2017,January,Tuesday,Early Afternoon,183,0,22,2,0
2017,January,Tuesday,Early Morning,18,0,4,0,0
2017,January,Tuesday,Evening,200,0,43,18,0
2017,January,Tuesday,Late Afternoon,227,0,29,7,0
2017,January,Tuesday,Late Night,14,0,4,0,0
2017,January,Tuesday,Mid Morning,208,0,31,5,0
2017,January,Tuesday,Morning Rush,286,1,25,6,1
2017,January,Tuesday,Night,57,0,11,5,0
2017,January,Wednesday,Early Afternoon,111,1,13,1,1
2017,January,Wednesday,Early Morning,9,0,1,1,0
2017,January,Wednesday,Evening,141,0,24,11,0
2017,January,Wednesday,Late Afternoon,162,0,27,4,0
2017,January,Wednesday,Late Night,12,0,1,0,0
2017,January,Wednesday,Mid Morning,126,0,18,2,0
2017,January,Wednesday,Morning Rush,109,0,12,3,0
2017,January,Wednesday,Night,39,0,12,5,0
2017,July,Friday,Early Afternoon,174,0,17,1,0
2017,July,Friday,Early Morning,8,0,1,1,0
2017,July,Friday,Evening,165,0,31,5,0
2017,July,Friday,Late Afternoon,241,0,36,2,0
2017,July,Friday,Late Night,17,0,5,0,0
2017,July,Friday,Mid Morning,134,0,17,5,0
2017,July,Friday,Morning Rush,93,0,9,2,0
2017,July,Friday,Night,71,0,12,0,0
2017,July,Monday,Early Afternoon,190,0,32,5,0
2017,July,Monday,Early Morning,9,0,2,0,0
2017,July,Monday,Evening,120,0,24,1,0
2017,July,Monday,Late Afternoon,272,0,44,4,0
2017,July,Monday,Late Night,33,0,8,0,0
2017,July,Monday,Mid Morning,153,0,26,2,0
2017,July,Monday,Morning Rush,88,1,11,1,1
2017,July,Monday,Night,50,0,14,1,0
2017,July,Saturday,Early Afternoon,198,0,25,5,0
2017,July,Saturday,Early Morning,27,0,3,0,0
2017,July,Saturday,Evening,116,1,25,6,1
2017,July,Saturday,Late Afternoon,173,0,25,2,0
2017,July,Saturday,Late Night,39,0,12,3,0
2017,July,Saturday,Mid Morning,109,0,16,3,0
2017,July,Saturday,Morning Rush,29,0,5,0,0
2017,July,Saturday,Night,103,1,25,5,1
2017,July,Sunday,Early Afternoon,171,0,26,4,0
2017,July,Sunday,Early Morning,26,0,6,1,0
2017,July,Sunday,Evening,96,0,19,0,0
2017,July,Sunday,Late Afternoon,143,0,24,1,0
